"id_paper","author","content","approves"
17,"Ralph J. Greenspan","Lorem ipsum dolor sit amet, laoreet morbi nisi tellus, lectus donec aliquam et tincidunt curae. Diam in, placerat curabitur ut dictum, arcu donec consectetur a, eros enim vestibulum feugiat felis. Lacinia vehicula lobortis sed sodales nostra etiam turpis, quis. Lacus nullam commodo dapibus commodo, nisl sed aliquet auctor. Ipsum eu tellus ornare ut ipsum eu, lobortis egestas risus volutpat! Sit viverra maximus et maximus tincidunt quis ipsum. Natoque congue lacus vulputate vel etiam etiam eget class ullamcorper fringilla. Massa, class bibendum dui odio magna. Integer diam et tincidunt bibendum id inceptos, eget semper.",TRUE
17,"Wolfgang Wernecke","Lorem ipsum dolor sit amet, dis, ut nec vestibulum vel justo hendrerit augue, eu auctor. Torquent commodo eros morbi ut diam conubia risus felis nisi, libero. Volutpat, viverra eget pellentesque, in odio amet. Cursus netus consectetur. Curabitur nec bibendum eros sed laoreet nec porttitor consequat pellentesque amet. Quam interdum taciti in tincidunt sed nunc volutpat et in. Sed accumsan augue auctor proin etiam, nec tristique metus nullam dictumst. Cras, libero, condimentum sagittis augue vitae. Pellentesque nec nisl quisque ac at himenaeos.",FALSE
18,"George Karabatis","Lorem ipsum dolor sit amet, et augue mi orci nec efficitur. Blandit auctor curabitur eget pharetra ultricies urna ut consequat. Sed arcu in aliquet id turpis at, aliquam dignissim in leo, ipsum suscipit condimentum sed. Bibendum pellentesque, placerat arcu eu aliquet molestie sem tortor faucibus. Blandit quam, posuere, nulla tincidunt. In sem sed hendrerit bibendum cras. Cubilia sapien facilisis sit ac in, lacus bibendum. Gravida laoreet in.",FALSE
18,"Joseph Naor","Lorem ipsum dolor sit amet, donec scelerisque lacus dis turpis libero nunc, a ut. Vulputate ac id ex vel blandit libero taciti, ut sit nisi lacus eget. Suscipit sed, in vehicula enim gravida ut habitant natoque. Commodo vestibulum diam egestas potenti etiam eu tempor erat nulla sit! Ridiculus nostra in lacinia dictumst metus nibh lorem in cursus sed hendrerit. Sed potenti fermentum velit ac, senectus facilisi cursus sed, cubilia. Erat blandit nulla. Augue montes lectus enim vestibulum adipiscing lobortis in.",TRUE
18,"Chavonda Jacobs-Young","Lorem ipsum dolor sit amet, congue morbi ipsum sed, dis montes tellus. Nec pretium erat dolor eget eu habitasse. Eget amet nunc, hendrerit nullam morbi fames eget diam. Facilisis egestas potenti, ac nisl ut fringilla maximus. Sit quis, elementum. Eu est enim sed nunc massa diam. Libero turpis ligula, malesuada senectus at fames, ut tincidunt sapien mauris. Velit donec a vitae, mauris quam urna. Tempus, eu vel gravida id tempus. In euismod molestie suspendisse, posuere etiam tortor eu himenaeos, diam maximus, placerat eu. Mauris dictumst efficitur nunc justo sapien eros vulputate amet. Vehicula vel ultricies arcu amet est. Sed parturient suscipit. Justo ut.",FALSE
19,"Arthur Caplan","Lorem ipsum dolor sit amet, fermentum primis tincidunt porttitor iaculis tortor nostra lobortis cum suscipit. Rutrum nostra magna fringilla lobortis amet. Et aenean sed auctor sed libero aliquam tristique. Natoque nulla risus enim in faucibus id accumsan luctus gravida aptent leo. Mi varius elit non accumsan leo, curae rutrum nibh cras. Id sed, neque a sed dictum felis senectus in erat penatibus elementum. Suscipit donec cum ac malesuada eros in, posuere lacinia fermentum lectus sed.",TRUE
19,"Nicolás Serrano","Lorem ipsum dolor sit amet, justo aliquet sit interdum tristique vivamus tempor, nibh sapien, ut id. Non faucibus sed vulputate nascetur mattis, ex sagittis. Ad ullamcorper, ligula orci urna nisl nec eget nisl sit. Suspendisse rutrum platea libero montes sapien facilisi ut placerat praesent ac per amet tempor. Cum orci quisque elit ligula, ac ut ut? Condimentum metus non et dolor pellentesque malesuada bibendum. Purus, facilisi pharetra senectus ultrices eu torquent amet. Metus ipsum habitant. Sit sem nec et class sed, eget mauris. A magnis id ut posuere vulputate libero pellentesque in.",TRUE
19,"Stuart Russell 0001","Lorem ipsum dolor sit amet, curae, adipiscing per cursus sed quisque magna? Arcu mi ultricies nulla erat ligula, curabitur. Sed est diam, placerat non turpis risus praesent. Sollicitudin non in taciti mauris iaculis habitant mus, vulputate porttitor auctor in sollicitudin proin. Justo ultricies sed justo tellus tincidunt sit. In, placerat euismod consequat ac. Praesent vestibulum id morbi. Est per eu accumsan, pellentesque a litora egestas per, convallis sed. Egestas, ad. Dictum penatibus, purus, est magnis sapien nam montes. Fusce turpis varius enim nostra odio nisi. Natoque, in ut, ex mi aptent. Aliquam sollicitudin id.",TRUE
20,"Anthony J. Hayter","Lorem ipsum dolor sit amet, id nulla fermentum tempor natoque per habitasse erat vitae lacus. Morbi semper per ullamcorper laoreet, sed fermentum vel, ornare auctor neque, nascetur dictum. Aliquet, aenean. Nullam id volutpat fringilla non imperdiet, tempor eget. Urna sapien montes aliquam dui massa, mi a facilisis enim. Blandit pretium, ultrices. Justo ligula dis ut finibus ut, ac mi leo, ut. Vitae non lorem leo, accumsan, pellentesque viverra mauris auctor. Euismod cubilia magnis aliquam iaculis aliquam vel. Libero commodo non neque tellus semper vel dignissim ac id malesuada. Aptent dolor commodo lacinia nostra. Pellentesque at tempus amet mauris tempor nunc justo. In mauris venenatis metus feugiat, lobortis et velit nec, non in mattis.",TRUE
20,"Hadjar Toumi","Lorem ipsum dolor sit amet, dapibus interdum varius cras tempus sodales aliquam ridiculus id diam. Ridiculus nullam euismod ligula tellus eget, amet erat maecenas. Velit elementum parturient ut efficitur vel et sagittis auctor penatibus vel suspendisse maximus mus. Lacus felis lorem. Sit sed vitae ac nascetur ultricies imperdiet et et. Purus leo, proin arcu massa enim maecenas sed in sit mus, volutpat. Ornare non ultrices in eleifend lorem ut, feugiat nisl habitasse non faucibus.",FALSE
20,"Ilko Michler","Lorem ipsum dolor sit amet, malesuada felis dapibus ullamcorper elementum sed vitae libero pretium. Ad eu dapibus at accumsan a augue. Sagittis varius consectetur mauris sed orci est tincidunt massa lorem. Mi posuere donec luctus gravida tempor commodo. Malesuada senectus arcu ante, pulvinar magna sodales proin. Nulla pharetra mi convallis quam faucibus in porta dignissim. Suspendisse lobortis sed ac euismod mi mauris platea. Sit himenaeos ligula pharetra, tellus eu pellentesque nibh, sagittis. Rhoncus ultrices et dignissim imperdiet tristique dolor amet placerat ut in. Nulla egestas turpis ex ante commodo, urna. Porttitor nascetur iaculis vel, ex est. Non cubilia mi, neque tristique sit curabitur magnis pretium vel, id, ligula. Egestas donec sit pharetra vitae ultrices maximus, nunc vestibulum urna sollicitudin consequat netus.",TRUE
21,"Svetlana Zernes","Lorem ipsum dolor sit amet, vulputate gravida vestibulum lacinia aptent. Finibus urna at, ante vestibulum tempor amet vel. Eu maximus mi imperdiet volutpat sed, netus aenean rutrum, sit purus lectus dolor at litora fringilla. Luctus natoque, est felis mauris adipiscing felis. Class, ut at, ligula neque sed. Sapien tincidunt donec erat. Sollicitudin eu taciti bibendum parturient tellus auctor praesent feugiat, nisi. Eu risus netus lacus commodo sed placerat ipsum varius odio. Tellus neque ut, massa fames conubia ligula neque. Rutrum, facilisis, amet, mauris enim mus elementum erat. Cursus massa, non non habitant pharetra at pellentesque eleifend maximus consequat faucibus morbi metus blandit. Aliquam pretium fermentum, arcu. Purus velit. Metus convallis in, at in interdum. Vitae finibus vitae molestie ac ut.",TRUE
21,"Benjamin I. P. Rubinstein","Lorem ipsum dolor sit amet, tristique leo vitae venenatis dignissim in. Eu nulla justo in per arcu varius erat vestibulum. Nisi urna sociis senectus blandit at. Maecenas rhoncus leo porta in montes adipiscing dictum vitae. Turpis sollicitudin curabitur senectus cursus sed neque a. Sem risus, nulla penatibus, lacus viverra ultrices sem, montes, in tortor habitasse. Ut vitae mauris blandit condimentum ante ullamcorper venenatis pulvinar ac! Suspendisse potenti sed venenatis velit feugiat molestie aliquet ridiculus sed ante. Dignissim ante, luctus varius lorem egestas varius porta commodo ipsum. Fames amet nulla primis pulvinar sodales lacus lectus sit eget in vel tincidunt rutrum vehicula. Sed, non. Dictumst donec velit eu, lorem dignissim justo libero congue faucibus. Vel mi, tincidunt in, enim eu class arcu, netus feugiat tempus. Ut ut aliquam, in leo sed, ut curabitur. Feugiat torquent ligula ante, curabitur nec, sed. Sed proin at, eleifend odio in viverra convallis nulla netus maecenas. Ac faucibus integer aliquam molestie, gravida, platea congue platea magna ac euismod quis.",FALSE
21,"Ilja L. Bongers","Lorem ipsum dolor sit amet, blandit vivamus ut maximus scelerisque tortor. Ut vulputate nullam pharetra justo maximus nisl scelerisque volutpat ut. Malesuada justo dapibus, mi fermentum interdum ut ut blandit ipsum. Suscipit, sem in integer nec et pretium natoque placerat. Amet tristique rhoncus imperdiet vitae malesuada a est semper, porttitor, curae in. Imperdiet id curabitur sed, praesent sit aliquam. Sodales, praesent aliquam volutpat nostra fames fermentum suscipit maximus fringilla. Elit nostra sociosqu fermentum arcu luctus donec enim in lacinia, auctor per orci. Vel est euismod pellentesque, mauris ut sed porta neque nisl. Mauris, maecenas amet parturient, pellentesque porta cras.",FALSE
22,"Ofer Dekel","Lorem ipsum dolor sit amet, adipiscing vestibulum torquent amet malesuada non risus elementum turpis placerat montes iaculis. Lacus imperdiet tristique, fames curae platea arcu ligula turpis nunc quis. Phasellus porta lorem cubilia, ornare ut eu accumsan facilisis in mauris. Magna nascetur ullamcorper pharetra nisi id vel amet. Aliquam, metus diam mi in per sem aliquet. Varius nec ornare tempus duis tempus aptent. Vestibulum dictumst a accumsan sit etiam phasellus vel. In orci elit hendrerit dolor maximus purus sed. Eros, in convallis integer in cras, praesent eget. Tristique cubilia magna sed lorem sed luctus, cras. Sed, convallis amet fusce quis pretium proin nascetur turpis diam, vestibulum.",TRUE
22,"Nello Cristianini","Lorem ipsum dolor sit amet, lacus, suspendisse sapien ac, sit, cras. Fringilla dapibus in bibendum vestibulum eu. Fringilla euismod ut donec diam fames, magnis, eu sed. Tempus, non viverra pellentesque lobortis suspendisse amet quis, quam ac iaculis justo. Urna sit tincidunt et ornare tincidunt praesent non dolor felis proin, sapien. Euismod suscipit aenean auctor sapien amet platea. Vitae duis faucibus scelerisque egestas cursus lorem elit.",FALSE
22,"Koby Crammer","Lorem ipsum dolor sit amet, ut hac lorem eu primis, ut rhoncus rhoncus convallis platea. Suspendisse, nisi eget porttitor porta sed congue vestibulum ligula, eu. Morbi finibus amet hendrerit turpis justo. Praesent risus aliquet ut curabitur, duis a. Vehicula in in ac cubilia nascetur natoque ex. In tempor, eu, hac ac. Elementum curae volutpat, dictum et vestibulum, dapibus porttitor id, congue. Sit ut dictumst in donec, lobortis. Purus nulla sed maximus eros ante. Faucibus at odio senectus non ultricies cras cursus aptent eu massa class. Netus, eu elementum nostra nec rhoncus ridiculus condimentum conubia. Urna convallis natoque luctus lacus donec dapibus orci habitasse per.",FALSE
23,"Dávid Pál","Lorem ipsum dolor sit amet, eu gravida ultrices non ut aliquam, montes gravida nec. Sed dictum semper, eu, rhoncus velit natoque ut sociosqu. Duis elit nisl neque nostra, ac eleifend lacus. Purus, tempus sed et nibh viverra! Inceptos amet, ut, proin est, interdum. At nulla sem nulla sed in venenatis volutpat. Sed at a facilisis aenean at molestie quam cubilia, dapibus, sed. Suspendisse ut pellentesque. Sed sed, torquent praesent lobortis sed. Proin dignissim sed vitae tincidunt ut dui pharetra phasellus nulla. Proin sagittis venenatis porttitor tincidunt sed. Sit hac urna maximus risus iaculis. Adipiscing sodales natoque vitae tristique ipsum. Phasellus sed nulla mi suspendisse conubia proin. Non dictumst dui nec massa nec commodo. Vitae non tortor quis habitasse aliquam sodales amet lacinia ante. Augue eget sed sociis sollicitudin nostra augue in tellus.",FALSE
23,"Vincent Richman","Lorem ipsum dolor sit amet, ex lorem augue maximus augue. Etiam est tempor justo tellus sed lobortis sed. Sed, molestie donec suspendisse donec finibus maximus platea mollis tristique ut a nulla primis. Efficitur nunc cursus ex nulla, amet vestibulum felis amet eget. Dignissim interdum egestas ipsum risus est. Eget sit, primis, purus nulla curabitur vestibulum ante elementum, primis diam quam habitant mauris. Eget orci nec in, tristique ullamcorper vulputate ut non praesent cras phasellus venenatis. Sed sed diam ac, parturient nostra nunc lacinia, euismod eget dictum vestibulum, lorem, elit sed amet metus. Sociis lorem, diam. Ante eu tellus, phasellus congue cras consectetur, massa purus. Natoque etiam torquent ut tincidunt bibendum, risus ante sed per sit.",FALSE
23,"Mehreen Saeed","Lorem ipsum dolor sit amet, sapien sit class fringilla dictum non conubia tincidunt. Nulla et eu lorem consequat egestas aptent et platea enim. Quis ante congue sociis condimentum, finibus platea. Odio mi sem elit ligula sociosqu sit dictum lorem. Euismod class nullam vivamus posuere, vitae mattis, parturient elit vitae. Mi libero, ante pretium, donec eleifend, tincidunt urna tellus. Neque ullamcorper massa diam tincidunt sem ut nec sociosqu et montes. Mattis congue velit purus nisi lectus a, phasellus. Volutpat suscipit nibh vitae mollis sem. Parturient vel curabitur, in hac netus fringilla velit pretium commodo. Phasellus odio adipiscing magna.",TRUE
24,"Gowtham Bellala","Lorem ipsum dolor sit amet, ac suspendisse faucibus rutrum diam. Amet ex eu. Vel, taciti maximus porttitor dui nisl nullam leo phasellus rhoncus vitae amet feugiat aliquam. Vel hac dui ut consectetur sed sit montes. Ipsum ipsum nisl ullamcorper placerat dignissim. Eu risus, eu parturient tincidunt aliquam etiam urna eget, ante sagittis et auctor. Amet elementum non condimentum in fusce tortor luctus elit. Phasellus luctus eu suspendisse pulvinar fames sed, eros. Eget dictumst mus amet at fusce amet lorem. Morbi egestas nibh ipsum. Vitae, neque lacinia dictumst lectus? Class maximus sit lobortis tincidunt parturient purus bibendum faucibus fringilla cursus gravida, sed.",FALSE
24,"Carlos Eduardo Scheidegger","Lorem ipsum dolor sit amet, eu ipsum, porttitor in senectus nisi quis leo efficitur. Enim consequat dictumst volutpat ut fusce ligula sed justo. Habitasse, tincidunt orci sapien egestas ut. Dictum in non per sollicitudin. Velit purus turpis. Venenatis blandit magna erat iaculis sed non, libero. Eget et pharetra orci vitae maximus est commodo ac sed facilisi tempus. Id at quis, scelerisque proin iaculis tincidunt tristique at. Morbi, parturient penatibus sed diam, cras dui sed egestas amet. Aliquam nibh ac tempus ac vestibulum taciti.",FALSE
24,"Marius Kloft","Lorem ipsum dolor sit amet, massa ullamcorper sollicitudin, nam, donec. Maecenas sed turpis gravida nibh vel tristique faucibus a eu. Magnis quam lectus facilisis varius orci adipiscing congue class. Eu nam montes, cursus class diam in. Fringilla ac amet eros, luctus ipsum. Velit sed, id, quis sed dolor tempus nunc, penatibus at. Congue, sapien ligula non justo duis potenti eu porta. Condimentum lacus nostra malesuada facilisi. Sed leo proin a velit in. Sed dui donec in fames posuere donec. Eu egestas nec ac nec.",TRUE
25,"Sanasam Ranbir Singh","Lorem ipsum dolor sit amet, rutrum ex porta, fusce et nascetur lobortis scelerisque. Habitant a rutrum facilisi. Tristique cras massa eu tortor fusce, amet eros sed nec ultrices velit mi! Auctor dui convallis. Non magna augue eros. Suscipit, feugiat lorem ac sapien ipsum vel nec. Cum ad placerat, nec sed, consequat in ut sit in risus. Et proin, laoreet volutpat neque sociis curabitur in non in.",TRUE
